record_time,pickup,block_break,tnt_prime,multi_place,chat,block_damage,block_place,craft,dmg_by_entity,death,explosion,furnace_extract,inv_close,inv_open,bucket_empty,bucket_fill,cmd_pre,cmd_send,player_death,item_drop,exp_change,interact,level_change,quit,respawn,teleport,ChunkLoad,redstone,AFKtime
2025-08-16 11:02:17,453,468,3,3,6,783,106,33,35,1,0,17,278,172,11,11,15,2,0,5,77,1235,5,0,0,3,235,5,833
2025-08-16 12:38:14,726,766,3,4,21,452,118,6,54,1,0,40,829,451,35,35,111,12,1,14,449,2493,233,0,0,3,856,5,0
2025-08-16 14:16:36,1370,1477,4,0,21,917,173,21,105,1,0,41,1286,666,49,49,168,18,1,26,509,4065,246,0,0,4,1098,5,1818
2025-08-17 04:30:12,256,288,0,3,3,7,3,0,49,1,0,1,182,64,1,5,27,6,0,9,33,1537,6,1,0,0,589,0,2540
