record_time,pickup,block_break,tnt_prime,multi_place,chat,block_damage,block_place,craft,dmg_by_entity,death,furnace_extract,inv_close,inv_open,bucket_empty,bucket_fill,cmd_pre,player_death,item_drop,exp_change,interact,level_change,quit,respawn,teleport,chunk_load,redstone,afk_time
2025-07-21 22:19:42,8,13,0,67,0,13,67,0,0,0,0,60,60,0,0,2,0,0,0,131,0,0,0,0,45,47,0
2025-07-21 22:19:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
2025-08-02 14:42:32,1,2,0,1,3,2,1,0,1,1,0,3,3,0,0,5,0,0,2,10,0,0,0,0,117,0,0
2025-08-02 14:42:32,1,2,0,1,3,2,1,0,1,1,0,3,3,0,0,5,0,0,2,10,0,0,0,0,117,0,0
2025-08-02 15:12:32,5801,240,0,342,0,240,358,10,0,0,0,242,242,0,0,22,0,20,0,603,0,0,0,0,413,222,0
2025-08-02 15:12:32,5801,240,0,342,0,240,358,10,0,0,0,242,242,0,0,22,0,20,0,603,0,0,0,0,413,222,0
2025-08-02 15:42:32,4,5,0,232,0,5,238,0,0,0,0,52,52,0,0,15,0,0,0,286,0,0,0,0,504,157,683
2025-08-02 15:42:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0
2025-08-02 18:24:12,10,42,0,41,0,42,29,31,0,0,0,31,31,13,0,14,0,0,0,147,0,1,0,0,644,13,0
2025-08-02 18:24:12,10,42,0,41,0,42,29,31,0,0,0,31,31,13,0,14,0,0,0,147,0,1,0,0,644,13,0
