record_time,pickup,block_break,tnt_prime,multi_place,chat,block_damage,block_place,craft,dmg_by_entity,death,furnace_extract,inv_close,inv_open,bucket_empty,bucket_fill,cmd_pre,player_death,item_drop,exp_change,interact,level_change,quit,respawn,teleport,chunk_load,redstone,afk_time
2025-07-12 01:25:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
2025-07-12 01:25:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
2025-07-12 01:55:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,854
2025-07-12 01:55:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,854
2025-07-12 02:25:35,17667,12086,0,4,2,12086,5,0,2,0,0,22,21,0,0,10,0,3,398,90,0,0,0,0,421,1,0
2025-07-12 02:25:35,17667,12086,0,4,2,12086,5,0,2,0,0,22,21,0,0,10,0,3,398,90,0,0,0,0,421,1,0
2025-07-12 02:55:35,0,0,0,0,0,0,0,0,0,0,0,38,39,0,0,2,0,0,3598,40,0,0,0,0,428,0,1142
2025-07-12 02:55:35,0,0,0,0,0,0,0,0,0,0,0,38,39,0,0,2,0,0,3598,40,0,0,0,0,428,0,1142
2025-07-12 07:49:32,1371,1373,0,0,0,1373,0,0,0,0,0,1,1,0,0,2,0,0,26,5,0,0,0,0,67,0,0
2025-07-12 07:49:32,1371,1373,0,0,0,1373,0,0,0,0,0,1,1,0,0,2,0,0,26,5,0,0,0,0,67,0,0
2025-07-12 08:19:32,4918,4112,0,0,1,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,275,0,241
2025-07-12 08:19:32,4918,4112,0,0,1,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,275,0,241
2025-07-12 08:49:32,2720,2786,0,2,0,2786,2,0,0,0,0,46,46,0,0,3,0,0,6850,71,0,0,0,0,495,0,348
2025-07-12 08:49:32,2720,2786,0,2,0,2786,2,0,0,0,0,46,46,0,0,3,0,0,6850,71,0,0,0,0,495,0,348
2025-07-12 09:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18915,0,0,0,0,0,495,0,0
2025-07-12 09:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18915,0,0,0,0,0,495,0,0
2025-07-12 09:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19012,0,0,0,0,0,495,0,0
2025-07-12 09:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19012,0,0,0,0,0,495,0,0
2025-07-12 10:19:32,7323,7575,0,2,0,7575,2,0,0,0,0,0,0,0,0,3,0,0,4812,33,0,0,0,0,865,0,0
2025-07-12 10:19:32,7323,7575,0,2,0,7575,2,0,0,0,0,0,0,0,0,3,0,0,4812,33,0,0,0,0,865,0,0
2025-07-12 10:49:32,9290,8284,0,8,0,8284,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1310,0,53
2025-07-12 10:49:32,9290,8284,0,8,0,8284,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1310,0,53
2025-07-12 11:19:32,10314,9049,0,2,0,9049,1,0,1,0,0,0,0,0,0,2,0,0,616,47,0,0,0,0,1799,0,0
2025-07-12 11:19:32,10314,9049,0,2,0,9049,1,0,1,0,0,0,0,0,0,2,0,0,616,47,0,0,0,0,1799,0,0
2025-07-12 11:49:32,5511,4736,0,1,1,4736,1,0,0,0,0,0,0,0,0,3,0,0,723,39,0,0,0,0,2043,0,0
2025-07-12 11:49:32,5511,4736,0,1,1,4736,1,0,0,0,0,0,0,0,0,3,0,0,723,39,0,0,0,0,2043,0,472
2025-07-12 12:19:32,11438,8830,0,6,0,8830,6,0,10,4,0,0,0,0,0,2,0,0,293,54,0,0,0,0,2469,0,0
2025-07-12 12:19:32,11438,8830,0,6,0,8830,6,0,10,4,0,0,0,0,0,2,0,0,293,54,0,0,0,0,2469,0,0
2025-07-12 12:49:32,6844,6117,0,4,0,6117,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2818,0,0
2025-07-12 12:49:32,6844,6117,0,4,0,6117,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2818,0,110
2025-07-12 13:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7612,1,0,0,0,0,2826,0,1256
2025-07-12 13:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7612,1,0,0,0,0,2826,0,1256
2025-07-12 13:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8877,0,0,0,0,0,2826,0,0
2025-07-12 13:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8877,0,0,0,0,0,2826,0,0
2025-07-12 14:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,2826,0,0
2025-07-12 14:19:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,2826,0,0
2025-07-12 14:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,0,0
2025-07-12 14:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,0,0
2025-07-12 15:19:32,5981,5148,0,0,0,5148,0,0,0,0,0,1,1,0,0,2,0,0,0,21,0,0,0,0,3099,0,338
2025-07-12 15:19:32,5981,5148,0,0,0,5148,0,0,0,0,0,1,1,0,0,2,0,0,0,21,0,0,0,0,3099,0,338
2025-07-12 15:49:32,9690,8696,0,3,0,8696,3,0,0,0,0,0,0,0,0,2,0,0,365,40,0,0,0,0,3573,0,0
2025-07-12 15:49:32,9690,8696,0,3,0,8696,3,0,0,0,0,0,0,0,0,2,0,0,365,40,0,0,0,0,3573,0,0
2025-07-12 16:19:32,1823,1473,0,0,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3667,0,1249
2025-07-12 16:19:32,1823,1473,0,0,0,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3667,0,1249
2025-07-12 16:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0
2025-07-12 16:49:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0
