record_time,pickup,block_break,tnt_prime,multi_place,chat,block_damage,block_place,craft,dmg_by_entity,death,furnace_extract,inv_close,inv_open,bucket_empty,bucket_fill,cmd_pre,player_death,item_drop,exp_change,interact,level_change,quit,respawn,teleport,chunk_load,redstone,afk_time
2025-07-11 20:48:14,5,8,0,1,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,52,0,0
2025-07-11 20:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
2025-07-11 21:18:14,767,496,0,1363,4,496,1390,0,1,0,0,43,43,0,0,7,0,2,0,2911,0,0,0,0,220,0,0
2025-07-11 21:18:14,767,496,0,1363,4,496,1390,0,1,0,0,43,43,0,0,7,0,2,0,2911,0,0,0,0,220,0,0
2025-07-11 21:48:14,70,99,0,992,5,99,1019,2,1,0,1,45,45,2,0,2,0,1,2,2089,0,0,0,0,314,0,0
2025-07-11 21:48:14,70,99,0,992,5,99,1019,2,1,0,1,45,45,2,0,2,0,1,2,2089,0,0,0,0,314,0,0
2025-07-12 03:24:08,13,17,0,261,3,17,264,0,0,0,0,3,3,0,0,0,0,0,0,622,0,0,0,0,29,0,0
2025-07-12 03:24:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
2025-07-12 03:54:08,923,513,0,823,14,513,828,0,0,0,0,26,26,0,0,3,0,0,0,1945,0,0,0,0,509,0,0
2025-07-12 03:54:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0
2025-07-12 04:24:08,1595,465,0,1096,0,465,1104,0,11,1,0,11,11,0,0,1,0,0,2,1683,0,0,0,0,876,0,0
2025-07-12 04:24:08,1595,465,0,1096,0,465,1104,0,11,1,0,11,11,0,0,1,0,0,2,1683,0,0,0,0,876,0,0
2025-07-12 04:54:08,1321,266,0,520,0,266,530,0,0,0,0,23,23,0,0,3,0,0,0,896,0,0,0,0,1050,0,64
2025-07-12 04:54:08,1321,266,0,520,0,266,530,0,0,0,0,23,23,0,0,3,0,0,0,896,0,0,0,0,1050,0,0
2025-07-12 05:09:26,885,137,0,446,1,137,456,0,0,21,0,0,0,0,0,7,0,0,175,578,0,1,0,0,1096,0,0
2025-07-12 05:09:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,0
2025-07-12 05:39:26,616,340,0,796,0,340,806,0,0,0,0,2,2,0,0,0,0,3,0,882,0,0,0,0,1246,0,0
2025-07-12 05:39:26,616,340,0,796,0,340,806,0,0,0,0,2,2,0,0,0,0,3,0,882,0,0,0,0,1246,0,115
2025-07-12 08:21:27,357,116,0,278,0,116,283,5,26,70,0,0,0,0,0,1,0,2,327,469,0,1,0,0,1374,1,0
2025-07-12 08:21:27,357,116,0,278,0,116,283,5,26,70,0,0,0,0,0,1,0,2,327,469,0,1,0,0,1374,1,0
2025-07-12 08:51:27,71,56,0,46,0,56,46,0,11,14,0,9,9,0,0,1,0,0,537,175,0,0,0,0,1942,0,0
2025-07-12 08:51:27,71,56,0,46,0,56,46,0,11,14,0,9,9,0,0,1,0,0,537,175,0,0,0,0,1942,0,0
2025-07-12 09:21:27,3,9,0,4,0,9,6,0,0,0,0,22,22,0,0,0,0,0,0,113,0,0,0,0,2140,0,5
2025-07-12 09:21:27,3,9,0,4,0,9,6,0,0,0,0,22,22,0,0,0,0,0,0,113,0,0,0,0,2140,0,5
2025-07-14 04:04:00,1,1,0,0,0,1,1,0,0,0,0,5,5,0,0,2,0,0,0,11,0,0,0,0,41,0,0
2025-07-14 04:04:00,1,1,0,0,0,1,1,0,0,0,0,5,5,0,0,2,0,0,0,11,0,0,0,0,41,0,0
2025-07-14 04:13:19,2,11,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,95,0,0
2025-07-14 04:13:19,2,11,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,95,0,0
2025-07-14 14:16:37,215,18,0,50,0,18,51,0,0,0,0,4,4,0,0,3,0,0,0,70,0,0,0,0,71,0,0
2025-07-14 14:16:37,215,18,0,50,0,18,51,0,0,0,0,4,4,0,0,3,0,0,0,70,0,0,0,0,71,0,0
2025-07-14 14:46:37,538,490,0,1144,0,490,1164,0,5,2,0,0,0,0,0,0,0,9,3,1432,0,0,0,0,253,0,0
2025-07-14 14:46:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0
2025-07-17 12:57:27,2,4,0,54,0,4,55,0,0,0,0,2,2,0,0,0,0,0,0,65,0,0,0,0,20,0,0
2025-07-17 12:57:27,2,4,0,54,0,4,55,0,0,0,0,2,2,0,0,0,0,0,0,65,0,0,0,0,20,0,0
2025-07-18 17:24:25,11,40,0,218,0,40,220,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,49,0,0
2025-07-18 17:24:25,11,40,0,218,0,40,220,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,49,0,0
2025-07-18 17:54:25,84,121,0,463,0,121,483,0,0,0,0,11,11,0,0,3,0,2,0,522,0,0,0,0,227,0,0
2025-07-18 17:54:25,84,121,0,463,0,121,483,0,0,0,0,11,11,0,0,3,0,2,0,522,0,0,0,0,227,0,0
2025-07-19 02:09:23,48,92,0,540,1,92,548,7,0,0,0,3,3,0,0,0,0,1,0,649,0,1,0,0,412,0,0
2025-07-19 02:09:23,48,92,0,540,1,92,548,7,0,0,0,3,3,0,0,0,0,1,0,649,0,1,0,0,412,0,0
2025-07-19 02:39:23,64,113,0,822,0,113,817,0,0,0,0,7,7,0,0,2,0,0,0,955,0,0,0,0,628,0,0
2025-07-19 02:39:23,64,113,0,822,0,113,817,0,0,0,0,7,7,0,0,2,0,0,0,955,0,0,0,0,628,0,0
2025-07-19 08:43:05,54,56,0,424,8,56,440,0,0,0,0,2,2,0,0,3,0,2,0,516,0,1,0,0,779,0,0
2025-07-19 08:43:05,54,56,0,424,8,56,440,0,0,0,0,2,2,0,0,3,0,2,0,516,0,1,0,0,779,0,0
2025-07-19 09:05:43,139,224,0,235,0,224,261,0,0,0,0,0,0,0,0,2,0,0,0,286,0,1,0,0,984,0,0
2025-07-19 09:05:43,139,224,0,235,0,224,261,0,0,0,0,0,0,0,0,2,0,0,0,286,0,1,0,0,984,0,0
2025-07-19 15:39:33,169,146,0,239,0,146,245,0,1,1,0,7,7,0,0,0,0,3,1,286,0,1,0,0,1101,0,0
2025-07-19 15:39:33,169,146,0,239,0,146,245,0,1,1,0,7,7,0,0,0,0,3,1,286,0,1,0,0,1101,0,0
2025-07-20 15:12:53,4,8,0,18,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,52,0,0
2025-07-20 15:12:53,4,8,0,18,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,52,0,0
2025-07-20 15:42:53,144,7,0,23,0,7,31,0,1,16,0,91,91,0,0,14,0,0,218,155,0,0,0,0,477,0,0
2025-07-20 15:42:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0
2025-07-20 16:21:03,47,56,0,269,0,56,284,2,0,0,0,1,1,0,0,3,0,0,0,311,0,1,0,0,600,0,0
2025-07-20 16:21:03,47,56,0,269,0,56,284,2,0,0,0,1,1,0,0,3,0,0,0,311,0,1,0,0,600,0,0
2025-07-20 16:51:03,10,12,0,42,0,12,43,512,1,2,0,75,75,0,0,11,0,0,166,193,0,0,0,0,930,0,0
2025-07-20 16:51:03,10,12,0,42,0,12,43,512,1,2,0,75,75,0,0,11,0,0,166,193,0,0,0,0,930,0,0
2025-07-20 17:11:41,31,27,0,69,0,27,47,17,4,0,0,3,3,0,0,4,0,1,0,135,0,1,0,0,1189,0,0
