record_time,pickup,block_break,tnt_prime,multi_place,chat,block_damage,block_place,craft,dmg_by_entity,death,furnace_extract,inv_close,inv_open,bucket_empty,bucket_fill,cmd_pre,player_death,item_drop,exp_change,interact,level_change,quit,respawn,teleport,chunk_load,redstone,afk_time
2025-07-24 20:25:41,17,36,0,1,2,36,2,0,0,0,0,0,0,0,0,4,0,0,0,29,0,1,0,0,240,0,0
2025-07-24 20:25:41,17,36,0,1,2,36,2,0,0,0,0,0,0,0,0,4,0,0,0,29,0,1,0,0,240,0,0
2025-07-24 20:55:41,149,233,0,240,0,233,242,0,5,2,0,22,22,0,0,9,0,2,4518,289,0,0,0,0,360,0,0
2025-07-24 20:55:41,149,233,0,240,0,233,242,0,5,2,0,22,22,0,0,9,0,2,4518,289,0,0,0,0,360,0,0
2025-07-24 21:25:41,307,433,0,295,1,433,303,22,45,18,5,40,40,0,0,13,0,18,1144,409,0,0,0,0,668,10,0
2025-07-24 21:25:41,307,433,0,295,1,433,303,22,45,18,5,40,40,0,0,13,0,18,1144,409,0,0,0,0,668,10,0
2025-07-24 21:55:41,3867,3225,0,137,0,3225,133,0,8,1,12,74,74,0,0,7,0,2,9,292,0,0,0,0,995,4,0
2025-07-24 21:55:41,3867,3225,0,137,0,3225,133,0,8,1,12,74,74,0,0,7,0,2,9,292,0,0,0,0,995,4,0
2025-07-24 22:25:41,10056,12929,0,29,0,12929,25,0,0,0,0,62,62,0,0,8,0,0,299,113,0,0,0,0,1373,0,0
2025-07-24 22:25:41,10056,12929,0,29,0,12929,25,0,0,0,0,62,62,0,0,8,0,0,299,113,0,0,0,0,1373,0,0
2025-07-24 22:55:41,1686,5125,0,5,3,5125,3,0,0,0,0,1,1,0,0,8,0,2,946,35,0,0,0,0,1608,0,304
2025-07-24 22:55:41,1686,5125,0,5,3,5125,3,0,0,0,0,1,1,0,0,8,0,2,946,35,0,0,0,0,1608,0,304
2025-07-24 23:25:41,5453,11479,0,123,4,11479,123,0,2,1,0,3,3,0,0,6,0,0,341,182,0,0,0,0,2067,0,0
2025-07-24 23:25:41,5453,11479,0,123,4,11479,123,0,2,1,0,3,3,0,0,6,0,0,341,182,0,0,0,0,2067,0,0
2025-07-24 23:55:41,7278,11506,0,51,0,11506,50,0,0,0,0,3,3,0,0,7,0,0,477,74,0,0,0,0,2474,0,0
2025-07-24 23:55:41,7278,11506,0,51,0,11506,50,0,0,0,0,3,3,0,0,7,0,0,477,74,0,0,0,0,2474,0,0
2025-07-25 00:25:41,4222,3724,0,12,0,3724,12,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2627,0,469
2025-07-25 00:25:41,4222,3724,0,12,0,3724,12,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2627,0,469
2025-07-25 00:55:41,8492,11166,0,86,0,11166,85,0,3,1,0,13,13,0,0,13,0,0,86,125,0,0,0,0,2966,0,0
2025-07-25 00:55:41,8492,11166,0,86,0,11166,85,0,3,1,0,13,13,0,0,13,0,0,86,125,0,0,0,0,2966,0,0
2025-07-25 01:25:41,0,0,0,6,0,0,0,577,0,0,0,28,28,0,0,1,0,0,1053,29,0,0,0,0,3002,0,1050
2025-07-25 01:25:41,0,0,0,6,0,0,0,577,0,0,0,28,28,0,0,1,0,0,1053,29,0,0,0,0,3002,0,0
2025-07-25 01:55:41,15,24,0,0,0,24,0,0,0,0,0,1,1,0,0,2,0,0,2042,1,0,0,0,0,3006,0,986
2025-07-25 01:55:41,15,24,0,0,0,24,0,0,0,0,0,1,1,0,0,2,0,0,2042,1,0,0,0,0,3006,0,986
2025-07-25 02:25:41,4576,6382,0,34,0,6382,15,0,0,0,0,65,65,0,0,1,0,3,0,192,0,0,0,0,3297,0,0
2025-07-25 02:25:41,4576,6382,0,34,0,6382,15,0,0,0,0,65,65,0,0,1,0,3,0,192,0,0,0,0,3297,0,0
2025-07-25 11:14:26,1345,2483,0,24,0,2483,24,0,0,0,0,2,2,0,0,4,0,0,0,48,0,0,0,0,74,24,0
2025-07-25 11:14:26,1345,2483,0,24,0,2483,24,0,0,0,0,2,2,0,0,4,0,0,0,48,0,0,0,0,74,24,0
2025-07-25 11:44:26,7306,11575,0,90,0,11575,87,0,1,1,0,24,24,0,0,8,0,0,429,179,0,0,0,0,463,0,0
2025-07-25 11:44:26,7306,11575,0,90,0,11575,87,0,1,1,0,24,24,0,0,8,0,0,429,179,0,0,0,0,463,0,0
2025-07-25 12:14:26,2064,1458,0,237,0,1458,220,2,6,2,0,92,92,16,0,15,0,3,4,408,0,0,0,0,644,0,0
2025-07-25 12:14:26,2064,1458,0,237,0,1458,220,2,6,2,0,92,92,16,0,15,0,3,4,408,0,0,0,0,644,0,0
2025-07-25 12:44:27,251,4,0,24,0,4,8,0,0,0,0,195,195,0,0,3,0,26,0,310,0,0,0,0,775,0,0
2025-07-25 12:44:27,251,4,0,24,0,4,8,0,0,0,0,195,195,0,0,3,0,26,0,310,0,0,0,0,775,0,0
2025-07-25 13:14:27,777,1151,0,170,0,1151,154,0,0,0,0,194,194,3,0,6,0,5,0,442,0,0,0,0,932,1,0
2025-07-25 13:14:27,777,1151,0,170,0,1151,154,0,0,0,0,194,194,3,0,6,0,5,0,442,0,0,0,0,932,1,0
2025-07-25 13:44:27,7395,10962,0,158,0,10962,153,0,13,7,0,7,7,0,0,9,0,4,142,197,0,0,0,0,1327,0,0
2025-07-25 13:44:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,0
2025-07-25 14:14:27,275,389,0,548,0,389,544,0,17,6,0,0,0,0,0,0,0,0,12,586,0,0,0,0,1375,0,904
2025-07-25 14:14:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,0,0
2025-07-25 14:44:27,1833,2548,0,631,1,2548,624,0,40,7,0,4,7,0,0,8,3,0,377,728,0,0,3,0,1596,0,17
2025-07-25 14:44:27,1833,2548,0,631,1,2548,624,0,40,7,0,4,7,0,0,8,3,0,377,728,0,0,3,0,1596,0,0
2025-07-25 15:14:27,5737,11040,0,84,0,11040,58,0,0,0,0,74,74,0,0,7,0,3,923,142,0,0,0,0,1987,0,0
2025-07-25 15:14:27,5737,11040,0,84,0,11040,58,0,0,0,0,74,74,0,0,7,0,3,923,142,0,0,0,0,1987,0,0
2025-07-25 15:44:27,9471,8882,0,281,0,8882,287,0,2,0,0,29,31,0,0,10,2,1,5,378,0,0,2,0,2352,0,0
2025-07-25 15:44:27,9471,8882,0,281,0,8882,287,0,2,0,0,29,31,0,0,10,2,1,5,378,0,0,0,0,2352,0,0
2025-07-25 16:14:27,4600,6294,0,201,0,6294,196,0,1,1,0,5,5,0,0,8,0,3,467,247,0,0,0,0,2520,0,0
2025-07-25 16:14:27,4600,6294,0,201,0,6294,196,0,1,1,0,5,5,0,0,8,0,3,467,247,0,0,0,0,2520,0,0
2025-07-25 16:44:27,644,1025,0,850,0,1025,855,0,12,5,0,16,16,0,0,10,0,0,8,1140,0,0,0,0,2661,0,0
2025-07-25 16:44:27,644,1025,0,850,0,1025,855,0,12,5,0,16,16,0,0,10,0,0,8,1140,0,0,0,0,2661,0,0
2025-07-25 17:14:27,854,1590,0,2,1,1590,0,0,7,2,0,28,29,0,0,8,1,1,1555,51,0,0,1,0,2783,0,386
2025-07-25 17:14:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,0
2025-07-25 19:30:25,155,358,0,0,0,358,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2812,0,6593
2025-07-25 19:30:25,155,358,0,0,0,358,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2812,0,6593
2025-07-25 20:00:25,7340,7477,0,36,0,7477,30,0,0,0,0,5,5,0,0,1,0,0,0,60,0,0,0,0,3077,0,0
2025-07-25 20:00:25,7340,7477,0,36,0,7477,30,0,0,0,0,5,5,0,0,1,0,0,0,60,0,0,0,0,3077,0,0
2025-07-25 20:30:25,448,1071,0,13,0,1071,13,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3120,0,0
2025-07-25 20:30:25,448,1071,0,13,0,1071,13,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3120,0,753
2025-07-25 21:00:25,8444,13423,0,35,0,13423,30,0,15,15,0,0,0,0,0,5,0,0,378,49,0,0,0,0,3472,0,0
2025-07-25 21:00:25,8444,13423,0,35,0,13423,30,0,15,15,0,0,0,0,0,5,0,0,378,49,0,0,0,0,3472,0,0
2025-07-25 21:30:25,10465,11139,0,93,0,11139,90,0,0,0,0,6,6,48,0,7,0,0,682,416,0,0,0,0,3746,0,0
2025-07-25 21:30:25,10465,11139,0,93,0,11139,90,0,0,0,0,6,6,48,0,7,0,0,682,416,0,0,0,0,3746,0,0
2025-07-25 22:00:25,9775,7697,0,60,0,7697,59,0,0,0,0,31,31,1,0,13,0,0,130,122,0,0,0,0,4131,0,0
2025-07-25 22:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0
2025-07-26 10:56:48,986,1828,0,10,0,1828,9,0,8,3,0,0,0,0,0,0,0,0,5,18,0,0,0,0,60,0,0
2025-07-26 10:56:48,986,1828,0,10,0,1828,9,0,8,3,0,0,0,0,0,0,0,0,5,18,0,0,0,0,60,0,0
2025-07-26 11:26:48,5412,7229,0,15,0,7229,5,0,10,3,0,1,1,0,0,5,0,6,552,37,0,0,0,0,195,0,0
2025-07-26 11:26:48,5412,7229,0,15,0,7229,5,0,10,3,0,1,1,0,0,5,0,6,552,37,0,0,0,0,195,0,0
2025-07-26 11:56:48,802,1515,0,0,0,1515,0,0,0,0,0,0,0,0,0,1,0,0,15401,5,0,0,0,0,210,0,0
2025-07-26 11:56:48,802,1515,0,0,0,1515,0,0,0,0,0,0,0,0,0,1,0,0,15401,5,0,0,0,0,210,0,1163
2025-07-26 12:26:50,9875,10501,0,103,0,10501,99,0,0,0,0,9,9,0,0,13,0,0,3399,133,0,0,0,0,403,0,3
2025-07-26 12:26:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0
2025-07-26 12:56:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18328,0,0,0,0,0,403,0,0
2025-07-26 12:56:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0
2025-07-26 13:26:50,13058,10294,0,38,0,10294,32,0,0,0,0,75,75,0,0,2,0,2,1456,157,0,0,0,0,803,0,0
